entry_id,surname,forename,destinations,stage_index,occupation_raw,age,hisco_code,hisclass,hiscam,tr_category,code_method,code_review,tr_absolute,tr_relative,code_tier
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,6,"produced his own papers, the Labour Light (1890), and the Bolton Trader (1891)",,,,,,,,,,
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,7,employed by the Catton Factory Times (1892-6),,,,,,,,,,
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,8,"editor of the Blackpool Echo (1896-1900), and founder of Teddy Ashton’s Journal (1896-1908)",,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Etablierte,statut
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,9,editor of the Northern Weekly (1900-6),,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Etablierte,statut
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,10,kept a small shop in Blackpool (1906-?),,,,,,,,,,
172,COOMBES,Bert Lewis,Art,1,Worked on father’s farm,14,,,,,,,,,
172,COOMBES,Bert Lewis,Art,2,"then began 42 years underground, first as a miner’s helper, then a collier and for 15 years as an ambulance man",,,,,,,,,,
176,COOPER,Robert,Media,1,Clerk in office of Manchester house (1831-40),,39310,5,69.59,,generic,yes,Bewahrende,Enttaeuschte,trajectoire
176,COOPER,Robert,Media,2,teacher at Co-operative Schools and secular schools (1833-40),,13000,2,82.44,Etablierte,synonym,,Etablierte,Etablierte,statut
176,COOPER,Robert,Media,3,‘Social Missionary’ lecturer (1840-6),,14130,4,67.76,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
176,COOPER,Robert,Media,4,part-time lecturer and clerk (1846-54),,13000,2,82.44,Etablierte,synonym,yes,Etablierte,Etablierte,statut
176,COOPER,Robert,Media,5,editor of London Investigator (1854-7),,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Etablierte,statut
176,COOPER,Robert,Media,6,had own accountant’s office in Manchester (?-1866),,,,,,,,,,
176,COOPER,Robert,Media,7,supported by sons in later life,,,,,,,,,,
177,COOPER,Thomas,Art+Media,1,Employed (not apprenticed) by various master shoemakers (1820-3),,80110,7,52.83,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
177,COOPER,Thomas,Art+Media,2,worked at shoemaking from home (1823-7),,80110,7,52.83,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
177,COOPER,Thomas,Art+Media,3,opened own school (1828),,,,,,,,,,
177,COOPER,Thomas,Art+Media,4,schoolmaster (1833-6),,13000,2,82.44,Etablierte,synonym,,Etablierte,Anwaerter,statut
177,COOPER,Thomas,Art+Media,5,journalist and contributor to various periodicals from c.1834 on,,15915,2,86.98,Etablierte,synonym,,Etablierte,Anwaerter,statut
177,COOPER,Thomas,Art+Media,6,"edited and published various newspapers, including The Midland Counties Illuminator, The Chartist Rushlight, Cooper's Journal and copyist (1856-8)",,,,,,,,,,
177,COOPER,Thomas,Art+Media,7,itinerant preacher (1858-72),,14120,2,97.7,Etablierte,synonym,,Etablierte,Etablierte,statut
178,COPPARD,Alfred Edgar,Art,1,Assistant to paraffin and firewood seller (1887),,,,,,,,,,
178,COPPARD,Alfred Edgar,Art,2,errand-boy in tailor’s shop (1888-90),,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
178,COPPARD,Alfred Edgar,Art,3,messenger-boy for Reuter’s Telegraph Agency (1891),,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
178,COPPARD,Alfred Edgar,Art,4,office-boy to an auctioneer (1901),,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
178,COPPARD,Alfred Edgar,Art,5,junior clerk to a butter and cheese merchant,,39310,5,69.59,,generic,yes,Anwaerter,Anwaerter,trajectoire
178,COPPARD,Alfred Edgar,Art,6,clerk with the Sunlight Soap Company (?- 1897),,39310,5,69.59,,generic,yes,Bewahrende,Bewahrende,trajectoire
178,COPPARD,Alfred Edgar,Art,7,clerk to a carriers company (1897-9),,39310,5,69.59,,generic,yes,Bewahrende,Bewahrende,trajectoire
178,COPPARD,Alfred Edgar,Art,8,departmental clerk and cashier with engineering firm (1899-1907),,39310,5,69.59,,generic,yes,Bewahrende,Bewahrende,trajectoire
178,COPPARD,Alfred Edgar,Art,9,confidential clerk at the Eagle Ironworks (1907-19),,39310,5,69.59,,generic,yes,Bewahrende,Bewahrende,trajectoire
178,COPPARD,Alfred Edgar,Art,10,professional writer (1919-),,15120,2,79.8,Anwaerter,synonym,,Anwaerter,Etablierte,statut
188,CROLL,James,Media,1,Left school (c.1834) to assist mother at home,,,,,,,,,,
188,CROLL,James,Media,2,apprentice millwright (1837-41),,,,,,,,,,
188,CROLL,James,Media,3,journeyman millwright (1841-3),,,,,,,,,,
188,CROLL,James,Media,4,house-joiner (1844-6),,95420,7,53.84,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
188,CROLL,James,Media,5,tea salesman (1846-7),,43220,4,73.55,Anwaerter,synonym,,Anwaerter,Etablierte,statut
188,CROLL,James,Media,6,opened tea shop with borrowed capital (1847-52),,,,,,,,,,
188,CROLL,James,Media,7,ran a temperance hotel (1852-3),,,,,,,,,,
188,CROLL,James,Media,8,insurance agent (1853-8),,45230,11,51.9,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
188,CROLL,James,Media,9,employed on the staff of the Commonwealth (1858-9),,,,,,,,,,
188,CROLL,James,Media,10,curator of Anderson’s College and Museum (1859-67),,,,,,,,,,
188,CROLL,James,Media,11,joined the Geological Survey unit of the Civil Service (1867-80). Was earning $350 p.a. when forced to retire through disability,,,,,,,,,,
195,CUMMINS,Jack,Media,1,"Worked for short time in printing trade on leaving school, before taking employment as a semi-skilled improver",,92110,7,67.59,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
195,CUMMINS,Jack,Media,2,served in the London Rifle Brigade during World War I,,,,,,,,,,
195,CUMMINS,Jack,Media,3,"returned to the printing trade after the war as a guillotine cutter, and then a department overseer, staying with one firm for 40 years",,92110,7,67.59,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
200,DAVIES,David Richard,Art+Media,1,Errand-boy to a grocer (c.1899),,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
200,DAVIES,David Richard,Art+Media,2,"colliery worker as ‘door-boy’, labourer, repairer’s assistant and coal-hewer (1902-12)",,,,,,,,,,
200,DAVIES,David Richard,Art+Media,3,stoker on merchant tramp steamer (1910),,,,,,,,,,
200,DAVIES,David Richard,Art+Media,4,student minister (1906),,14120,2,97.7,Etablierte,synonym,,Etablierte,Etablierte,statut
200,DAVIES,David Richard,Art+Media,5,ordained a minister (1919),,14120,2,97.7,Etablierte,synonym,,Etablierte,Etablierte,statut
200,DAVIES,David Richard,Art+Media,6,minister (to 1928),,14120,2,97.7,Etablierte,synonym,,Etablierte,Etablierte,statut
200,DAVIES,David Richard,Art+Media,7,"wrote and published articles on politics, economics and philosophy (1929)",,,,,,,,,,
200,DAVIES,David Richard,Art+Media,8,employed addressing envelopes (c.1929),,,,,,,,,,
200,DAVIES,David Richard,Art+Media,9,freelance lecturer,,13000,2,82.44,Etablierte,synonym,yes,Etablierte,Enttaeuschte,statut
200,DAVIES,David Richard,Art+Media,10,editor of New Britain Quarterly (1932-8),,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Bewahrende,statut
200,DAVIES,David Richard,Art+Media,11,"returned to the ministry (1939), and ordained a deacon (1941)",,,,,,,,,,
202,DAVIES,William Henry,Art,1,Started work as assistant to an ironmonger,,,,,,,,,,
202,DAVIES,William Henry,Art,2,apprentice picture-framer (to age 20),,,,,,,,,,
202,DAVIES,William Henry,Art,3,tramp,,,,,,,,,,
202,DAVIES,William Henry,Art,4,hawker of small wares,,,,,,,,,,
210,DOTTIE,Robert,Media,1,Errand-boy,,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
210,DOTTIE,Robert,Media,2,employed at a milliner’s,,,,,,,,,,
210,DOTTIE,Robert,Media,3,in service at a firm of leading Manchester merchants (for 42 years),,,,,,,,,,
210,DOTTIE,Robert,Media,4,held public recitations,,,,,,,,,,
210,DOTTIE,Robert,Media,5,actor,,17320,4,63.79,Enttaeuschte,synonym,,Enttaeuschte,Etablierte,statut
210,DOTTIE,Robert,Media,6,vocalist,,,,,,,,,,
214,DUNCAN,Charles,Media,1,Apprentice engineer (1881),,84170,9,66.11,Enttaeuschte,synonym,yes,Enttaeuschte,Enttaeuschte,statut
214,DUNCAN,Charles,Media,2,unemployed in early 1890s but active in organising relief funds and soup kitchens,,,,,,,,,,
214,DUNCAN,Charles,Media,3,full-time president and general organiser of Workers’ Union (1898- 1900),,,,,,,,,,
214,DUNCAN,Charles,Media,4,general secretary of WU (1900-29),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
214,DUNCAN,Charles,Media,5,"secretary of WU group within Transport and General Workers’ Union (from 1929). MP for Barrow-in-Furness (1906-18), and for Clay Cross (1922-33)",,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
219,EDWARDS,Fred W.,Media,1,Ever since leaving school his occupation had been selling newspapers,,,,,,,,,,
219,EDWARDS,Fred W.,Media,2,"also, junior reporter to 3 provincial newspapers",,15915,2,86.98,Etablierte,synonym,,Etablierte,(indéterminé),statut
222,EDWARDS,John Passmore,Art+Media,1,Assisted father in brewing and gardening (1835-c.1842),,,,,,,,,,
222,EDWARDS,John Passmore,Art+Media,2,under-clerk to a lawyer (18 months),,39310,5,69.59,,generic,yes,Bewahrende,Bewahrende,trajectoire
222,EDWARDS,John Passmore,Art+Media,3,agent for the Sentinel (15 months),,45230,11,51.9,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
222,EDWARDS,John Passmore,Art+Media,4,"began over fifty years connection with newspapers and magazines, first as a journalist and then as proprietor of various journals, including The Public Good (from 1850)",,41020,3,81.33,,generic,yes,Anwaerter,Anwaerter,trajectoire
222,EDWARDS,John Passmore,Art+Media,5,Building News (from 1862),,,,,,,,,,
222,EDWARDS,John Passmore,Art+Media,6,Mechanics’ Magazine (from 1869),,84100,7,66.2,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
222,EDWARDS,John Passmore,Art+Media,7,the Echo (from 1876). MP for Salisbury (1880-5),,20110,1,93.36,Etablierte,synonym,,Etablierte,Etablierte,statut
225,ELDRED,John,Art+Media,1,"Errand-boy in a newspaper office (1899), becoming editor’s secretary and then a journalist",,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
225,ELDRED,John,Art+Media,2,career interrupted by military service (1914-19),,,,,,,,,,
225,ELDRED,John,Art+Media,3,"resumed former job on discharge but from 1920 started as an independent and freelance writer publishing short stories, articles and sketches under various pseudonyms",,,,,,,,,,
233,EVETT,Paul,Media,1,First employment was in a rope and twine factory,,,,,,,,,,
233,EVETT,Paul,Media,2,apprenticed to printing firm in Colchester for 6 years (c.1900-6),,92110,7,67.59,Enttaeuschte,synonym,,Enttaeuschte,Etablierte,statut
233,EVETT,Paul,Media,3,"journeyman compositor (1906-). Engaged in odd-jobs after the war before becoming an assistant reader, and eventually a reader for the Law Times, and then for the Financial Times (1928-40)",,92120,7,61.68,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
235,FARISH,William,Media,1,"Was put to the bobbin-wheel at age 8, and to the loom before age 10",,,,,,,,,,
235,FARISH,William,Media,2,then employed at calico print works (1833) and a ‘beetling’ works (1834?),,,,,,,,,,
235,FARISH,William,Media,3,‘on the tramp',,,,,,,,,,
235,FARISH,William,Media,4,"teacher at evening school (1842) and at a township school at Blackwell, Carlisle (1842-5)",,13000,2,82.44,Etablierte,synonym,,Etablierte,Etablierte,statut
235,FARISH,William,Media,5,warper (1845-6),,,,,,,,,,
235,FARISH,William,Media,6,outside clerk and timekeeper on railway construction work (1846-7),,39310,5,69.59,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
235,FARISH,William,Media,7,"commercial traveller, or ‘bagman’ (1847)",,43220,4,73.55,Enttaeuschte,synonym,,Anwaerter,Anwaerter,statut
235,FARISH,William,Media,8,"‘putter out’ to gingham weavers at Blackburn, and warper in same works (c.1847-8)",,,,,,,,,,
235,FARISH,William,Media,9,clerk and timekeeper (1848),,39310,5,69.59,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
235,FARISH,William,Media,10,clerk and superintendent on railway construction work (1850-3),,39310,5,69.59,,generic,yes,Bewahrende,Bewahrende,trajectoire
235,FARISH,William,Media,11,agent for Temperance and General Provident Institution (1853-4),,45230,11,51.9,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
235,FARISH,William,Media,12,editor of (radical) Cheshire Observer (1854),,15920,2,82.12,Anwaerter,synonym,,Anwaerter,Etablierte,statut
235,FARISH,William,Media,13,agent for a large N.Wales colliery company (1856-7),,45230,11,51.9,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
235,FARISH,William,Media,14,"arranged with company for business to be transferred to self (1857), and henceforward the coal trade formed the staple of his commercial life",,,,,,,,,,
238,FARNINGHAM,Marianne [pen-name of Marianne HEARN,Art+Media,1,Teaching assistant (1852),,,,,,,,,,
238,FARNINGHAM,Marianne [pen-name of Marianne HEARN,Art+Media,2,Sunday School teacher,,13000,2,82.44,Etablierte,synonym,,Etablierte,Bewahrende,statut
238,FARNINGHAM,Marianne [pen-name of Marianne HEARN,Art+Media,3,teacher (1857),,13000,2,82.44,Etablierte,synonym,,Etablierte,Bewahrende,statut
238,FARNINGHAM,Marianne [pen-name of Marianne HEARN,Art+Media,4,headmistress (1859),,,,,,,,,,
238,FARNINGHAM,Marianne [pen-name of Marianne HEARN,Art+Media,5,contributor to religious journals,,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
238,FARNINGHAM,Marianne [pen-name of Marianne HEARN,Art+Media,6,poet,,15120,2,79.8,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
238,FARNINGHAM,Marianne [pen-name of Marianne HEARN,Art+Media,7,author,,15120,2,79.8,Bewahrende,synonym,,Bewahrende,Enttaeuschte,statut
245,FOX,Richard Michael,Media,1,"Factory labourer in works manufacturing motor-cycle engines, parts for lorries and armaments (from age 14 to 1916). In later life made a living from journalism and freelance writing",,99910,11,57.34,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
247,FRANCIS,W.J.,Media,1,Left school to assist in printing business managed by father (1861-5),,,,,,,,,,
247,FRANCIS,W.J.,Media,2,worked in various print shops in London until he was ‘stood off’ when trade was slack,,,,,,,,,,
247,FRANCIS,W.J.,Media,3,"returned to work with father, before accepting offer of a share in the business (1871)",,,,,,,,,,
247,FRANCIS,W.J.,Media,4,opened an office in Southend in 1872,,,,,,,,,,
251,FROST,Thomas,Art+Media,1,"Apprentice in printing office of a cousin on leaving school, but moved to London to work as a ’turn-over’ before apprenticeship completed",,,,,,,,,,
251,FROST,Thomas,Art+Media,2,started own printing business at age of 22,,92110,7,67.59,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
251,FROST,Thomas,Art+Media,3,contributed articles to various periodicals,,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
251,FROST,Thomas,Art+Media,4,wrote fiction and serial stories,,,,,,,,,,
251,FROST,Thomas,Art+Media,5,lecturer,,13000,2,82.44,Etablierte,synonym,yes,Etablierte,Enttaeuschte,statut
251,FROST,Thomas,Art+Media,6,reader and general literary assistant (1853-4),,,,,,,,,,
251,FROST,Thomas,Art+Media,7,"editor, leader-writer and correspondent for various periodicals and provincial newspapers. Journalistic career began when he revived the Communist Chronicle in 1846",,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Bewahrende,statut
255,GALLACHER,William,Art+Media,1,Worked as a milkboy in the hours before school (1891-3),,,,,,,,,,
255,GALLACHER,William,Art+Media,2,grocer’s boy (1893-5),,41020,3,81.33,Bewahrende,synonym,yes,Bewahrende,Etablierte,statut
255,GALLACHER,William,Art+Media,3,employed in a sanitary engineering shop (1895) and in various other factories (1895-1909),,84170,9,66.11,Enttaeuschte,synonym,yes,Enttaeuschte,Enttaeuschte,statut
255,GALLACHER,William,Art+Media,4,ship’s steward of the (1909-10),,,,,,,,,,
255,GALLACHER,William,Art+Media,5,employed in the Albion Motor Works (1910-12/13,,,,,,,,,,
255,GALLACHER,William,Art+Media,6,"1914-). Was on the staff Daily Worker for a short period. Elected as the first Communist MP (1935-50), representing West Fife",,,,,,,,,,
260,GALTON,Frank Wallis,Media,1,Errand-boy (1880-2),,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
260,GALTON,Frank Wallis,Media,2,apprentice engraver (1882-9),,,,,,,,,,
260,GALTON,Frank Wallis,Media,3,journeyman (1889-92),,,,,,,,,,
260,GALTON,Frank Wallis,Media,4,private secretary to Sidney Webb and Beatrice Potter (1892-7),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
260,GALTON,Frank Wallis,Media,5,private secretary to Member of Parliament (1897),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
260,GALTON,Frank Wallis,Media,6,Labour correspondent for local newspaper (1898),,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
260,GALTON,Frank Wallis,Media,7,secretary to the London Reform Union (1899-1918),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
260,GALTON,Frank Wallis,Media,8,editor of the Municipal Journal (1918-20),,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Etablierte,statut
260,GALTON,Frank Wallis,Media,9,secretary of the Fabian Society (1920-39),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
262,GARRATT,Vere W.,Art+Media,1,Factory worker at a gas meter manufactory (1906-14),,,,,,,,,,
262,GARRATT,Vere W.,Art+Media,2,commercial traveller (1914),,43220,4,73.55,Bewahrende,synonym,,Bewahrende,Enttaeuschte,statut
262,GARRATT,Vere W.,Art+Media,3,enlisted in the army (1914-19),,,,,,,,,,
262,GARRATT,Vere W.,Art+Media,4,"journalist, on the staff of John Bull and the English Review",,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
265,GIFFORD,William,Art+Media,1,Ship-boy on a coaster,13,,,,,,,,,
265,GIFFORD,William,Art+Media,2,apprentice shoemaker (1772-c.1777),,80110,7,52.83,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
265,GIFFORD,William,Art+Media,3,"lecturer at Exeter College, Oxford",,13000,2,82.44,Etablierte,synonym,yes,Etablierte,Etablierte,statut
265,GIFFORD,William,Art+Media,4,possessed two sinecures as comptroller of the lottery and as paymaster of the band of Gentleman Pensioners,,,,,,,,,,
265,GIFFORD,William,Art+Media,5,editor of the Quarterly Review,,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Etablierte,statut
265,GIFFORD,William,Art+Media,6,"author and translator of Latin and Greek classics, including Juvenal",,15120,2,79.8,Bewahrende,synonym,,Bewahrende,Etablierte,statut
270,GLYDE,Charles Augustus,Art+Media,1,Left school at age 12 to assist in housework and nursing,,,,,,,,,,
270,GLYDE,Charles Augustus,Art+Media,2,newsboy (to 1883),,45240,11,56.72,Enttaeuschte,synonym,,Enttaeuschte,Etablierte,statut
270,GLYDE,Charles Augustus,Art+Media,3,commenced full-time work for firm of locomotive builders (1883-5),,,,,,,,,,
270,GLYDE,Charles Augustus,Art+Media,4,labourer in glass bottlemanufactory (1885-7),,99910,11,57.34,Enttaeuschte,synonym,,Enttaeuschte,Etablierte,statut
270,GLYDE,Charles Augustus,Art+Media,5,"succession of jobs, mainly as a small shopkeeper and was at various times in business running a fish and chip shop, then as a tailor’s agent, draper, insurance agent and proprietor of sweet shop. Employed as editor and proprietor of the Tong Pioneer of Social Reform (from 1908, the Bradford Socialist Vanguard). Ill-health caused him to abandon many of his activities in 1920, but he continued to contribute articles to the Labour Pioneer",,45230,11,51.9,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
271,GOFFIN,Arthur Frederick,Media,1,"Apprentice compositor (1893-1900). Remained in printing trade all his life, working variously as reader, overseer and manager of printing shops. Retired 1947",,92120,7,61.68,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
277,GOUGH,John Bartholomew,Media,1,Worked as a farm labourer and bookbinder in America before becoming a temperance lecturer in 1843,,99910,11,57.34,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
278,GOULD,F.J.,Art,1,Chorister (1865-8),,,,,,,,,,
278,GOULD,F.J.,Art,2,schoolteacher (1871-96),,13000,2,82.44,Etablierte,synonym,,Etablierte,Enttaeuschte,statut
278,GOULD,F.J.,Art,3,freethought lecturer (1896-9),,13000,2,82.44,Etablierte,synonym,yes,Etablierte,Enttaeuschte,statut
278,GOULD,F.J.,Art,4,secretary and organiser of Leicester Secular Society (1899-1908),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
278,GOULD,F.J.,Art,5,lecturer and propagandist for the Moral Education League (1910-),,13000,2,82.44,Etablierte,synonym,yes,Etablierte,Enttaeuschte,statut
293,HADDOW,William Martin,Media,1,Appointed monitor (pupil-teacher) at South Side school (1879-82),,,,,,,,,,
293,HADDOW,William Martin,Media,2,"started work for the National Telephone Company in 1882, with his first year spent cleaning batteries, but by attending evening classes he was promoted to the inspection staff in his second year",,,,,,,,,,
293,HADDOW,William Martin,Media,3,"became an electrician in 1884/5, eventually setting up in partnership in an electrician’s business in the early 1890s",,,,,,,,,,
297,HAMPSON,Walter,Media,1,Was working for 4 hours a day before going to school (at age 8) as assistant chimney-sweep to his father,,,,,,,,,,
297,HAMPSON,Walter,Media,2,"continued as a sweep until age 14, also playing the fiddle at his father’s Punch and Judy shows",,,,,,,,,,
297,HAMPSON,Walter,Media,3,worked for one year as a chair-bottomer in Canada,14,,,,,,,,,
297,HAMPSON,Walter,Media,4,"performed general caretaking duties at Whittingham Asylum, near Preston (1885-7)",,,,,,,,,,
297,HAMPSON,Walter,Media,5,returned to chimney-sweeping and playing the violin for travelling theatres and circuses,,,,,,,,,,
297,HAMPSON,Walter,Media,6,appointed leader of Stockport Theatre Royal Orchestra,,,,,,,,,,
297,HAMPSON,Walter,Media,7,"employed at theatres in Blackpool and Southport, but repeatedly lost his job because of his political activities",,,,,,,,,,
297,HAMPSON,Walter,Media,8,travelled as a fiddler and socialist lecturer giving lectures and concerts in England and abroad,,,,,,,,,,
304,HARRIS,John,Art,1,"At age 9 drove plough for uncle and then worked as an assistant to a ‘tin-streamer’, throwing sand from the river",,,,,,,,,,
304,HARRIS,John,Art,2,"surface-worker at Dolcoath mine, dressing and preparing copper ore for the market (1830-2)",,,,,,,,,,
304,HARRIS,John,Art,3,underground copper-miner (1832-,,,,,,,,,,
304,HARRIS,John,Art,4,upwards of 20 years),,,,,,,,,,
304,HARRIS,John,Art,5,‘tributer’ (labouring for a certain portion of the mineral discovered),,,,,,,,,,
304,HARRIS,John,Art,6,scripture-reader in Falmouth (from 1857),,,,,,,,,,
304,HARRIS,John,Art,7,employed as a writer (1875-6),,15120,2,79.8,Bewahrende,synonym,,Bewahrende,(indéterminé),statut
319,HEMMENS,Harry Lathey,Media,1,"Worked for 7 years as a clerk in various offices before entering into a long period of service for the Baptist denomination, including Acting General House Secretary for the Baptist Missionary Society and editor of various missionary journals, including the Quest and Wonderlands",,39310,5,69.59,,generic,yes,Bewahrende,(indéterminé),trajectoire
321,HENDERSON,Arthur,Media,1,Started to earn living as an errand-boy,10,,,,,,,,,
321,HENDERSON,Arthur,Media,2,apprentice iron-moulder (from age 12),,,,,,,,,,
321,HENDERSON,Arthur,Media,3,worked for Labour newspaper in Newcastle (1894-5),,,,,,,,,,
321,HENDERSON,Arthur,Media,4,"full-time agent for Liberal Party (from 1896). Elected Labour MP for Barnard Castle in 1903, and subsequently for Widnes (1919-22)",,45230,11,51.9,,generic,yes,Enttaeuschte,(indéterminé),trajectoire
321,HENDERSON,Arthur,Media,5,E. Newcastle (1923),,,,,,,,,,
321,HENDERSON,Arthur,Media,6,Burnley (1924-31),,,,,,,,,,
321,HENDERSON,Arthur,Media,7,Clay Cross (1933-5). Parliamentary leader of Labour Party from 1908 and general secretary from 1911. Leader of the Labour Party (1931-2),,,,,,,,,,
326,HETHERINGTON,Henry,Art+Media,1,"Apprenticed to parliamentary printer, Luke Hansard (1805), and eventually became a compositor. Published pamphlets on his own account as well as for others (1822-)",,92110,7,67.59,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
326,HETHERINGTON,Henry,Art+Media,2,bookseller and newsagent,,41020,3,81.33,Anwaerter,synonym,yes,Anwaerter,Etablierte,statut
328,HILLOCKS,James Inches,Media,1,Assisted father at home from an early age by driving the ‘pirn-wheel”,,,,,,,,,,
328,HILLOCKS,James Inches,Media,2,hand-loom weaver,,75430,9,50.74,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
328,HILLOCKS,James Inches,Media,3,"opened school at Smithfield, Dundee in 1844",,,,,,,,,,
328,HILLOCKS,James Inches,Media,4,"left teaching to study and practice medicine, before returning to teaching",,,,,,,,,,
328,HILLOCKS,James Inches,Media,5,opened shop as druggist and stationer,,,,,,,,,,
328,HILLOCKS,James Inches,Media,6,missionary teacher,,14130,4,67.76,Anwaerter,synonym,,Anwaerter,Anwaerter,statut
328,HILLOCKS,James Inches,Media,7,evangelist,,,,,,,,,,
328,HILLOCKS,James Inches,Media,8,pastor,,14120,2,97.7,Etablierte,synonym,,Etablierte,Etablierte,statut
337,HOGG,James,Art,1,Cowherd (from age 7),,61220,8,50.88,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
337,HOGG,James,Art,2,shepherd,,61220,8,50.88,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
337,HOGG,James,Art,3,pursued a literary career (1810-16),,,,,,,,,,
337,HOGG,James,Art,4,"tenant farmer, while continuing his distinguished literary pursuits",,61250,8,50.88,Enttaeuschte,synonym,yes,Enttaeuschte,(indéterminé),statut
339,HOLCROFT,Thomas,Art+Media,1,Assisted parents in hawking various wares (1751-6),,,,,,,,,,
339,HOLCROFT,Thomas,Art+Media,2,apprentice stocking-weaver (for short time only),,75430,9,50.74,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
339,HOLCROFT,Thomas,Art+Media,3,stable-boy (1757-60),,,,,,,,,,
339,HOLCROFT,Thomas,Art+Media,4,apprentice shoemaker (1760-64?),,80110,7,52.83,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
339,HOLCROFT,Thomas,Art+Media,5,teacher (1764-5),,13000,2,82.44,Etablierte,synonym,,Etablierte,Etablierte,statut
339,HOLCROFT,Thomas,Art+Media,6,"began writing career as contributor to Whitehall Evening Post, subsequently writing many novels",,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
339,HOLCROFT,Thomas,Art+Media,7,prompter at a Dublin theatre (1770-1),,,,,,,,,,
339,HOLCROFT,Thomas,Art+Media,8,strolling player in England and Scotland (1771-7),,,,,,,,,,
339,HOLCROFT,Thomas,Art+Media,9,actor,,17320,4,63.79,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
339,HOLCROFT,Thomas,Art+Media,10,author of many plays,,15120,2,79.8,Anwaerter,synonym,,Anwaerter,Etablierte,statut
